Symbol ,Series ,LTP ,%chng ,Mkt Cap (₹ Crores),Volume (Lakhs),Value (₹ Crores)
HDFCNIFTY,EQ,273.5,0.32,4179.37,0.4,1.09
JUNIPER,EQ,302.6,-0.53,6732.92,0.36,1.09
BODALCHEM,EQ,71.15,1.44,896.09,1.53,1.08
RSWM,EQ,154.9,1.96,729.61,0.7,1.08
WEL,EQ,163.31,0.5,2188.48,0.65,1.08
PILANIINVS,EQ,4429.8,1.56,4904.79,0.02,1.07
GROWWRAIL,EQ,35.95,2.48,31.21,2.99,1.07
PPL,EQ,420,-0.06,1004.57,0.25,1.07
OILIETF,EQ,11.48,1.06,159.55,9.32,1.07
ABSLLIQUID,EQ,999.99,0,56.85,0.11,1.07
SIS,EQ,332.3,0.64,4799.79,0.32,1.07
SAGCEM,EQ,226.15,2.42,2955.95,0.47,1.07
KILITCH,EQ,425.95,1.46,685.03,0.25,1.06
DENTALKART,SM,651.4,2.87,1082.74,0.16,1.06
INDOAMIN,EQ,133.31,0.98,967.66,0.79,1.06
RUPA,EQ,201.46,1.56,1602.1,0.52,1.05
ITIETF,EQ,40.73,0.79,418.75,2.58,1.05
STEELXIND,EQ,8.55,2.03,1023.98,12.38,1.05
MACPOWER,BE,918.85,5,919.23,0.11,1.04
CONSUMBEES,EQ,126.2,0.13,167.03,0.82,1.04
TATVA,EQ,763.65,-0.08,1786.33,0.13,1.03
ASTEC,EQ,684.15,-1.06,1341.71,0.15,1.02
JLHL,EQ,1417.5,-0.7,9293.98,0.07,1.02
MWL,SM,163.3,2.7,400.1,0.65,1.02
CENTURYPLY,EQ,724.25,1.27,16090.88,0.14,1.02
RITCO,EQ,264.15,-0.28,748.15,0.38,1.02
MBAPL,EQ,292.65,-1.1,2564.4,0.34,1.02
HGS,EQ,512,0.52,2381.84,0.2,1.01
STCINDIA,EQ,128.2,3.83,769.2,0.79,1.01
KSOLVES,EQ,338.6,0.03,802.89,0.3,1.01
DECCANCE,EQ,781.1,1.21,1094.13,0.13,1.01
KHADIM,EQ,300,5.06,551.35,0.34,1.01
RANEHOLDIN,EQ,1396.4,1.54,1993.75,0.07,1
ICRA,EQ,6022.5,0.78,5812.45,0.02,1
TARSONS,EQ,390.9,-0.19,2079.83,0.25,1
METAL,EQ,9.05,2.03,29.28,11,1
BLAL,EQ,203,1.25,845.38,0.49,0.99
NITCO,EQ,129.13,4.99,2953.49,0.8,0.99
GOLDCASE,EQ,14.92,-0.53,298.92,6.64,0.99
TCPLPACK,EQ,3858.4,1.48,3511.14,0.03,0.98
TVTODAY,EQ,174.83,1.51,1043.19,0.56,0.98
SOMANYCERA,EQ,462.35,-0.58,1896.08,0.21,0.97
RAMKY,EQ,494,1.51,3418.37,0.2,0.97
SARLAPOLY,EQ,102.5,2.84,855.91,0.95,0.97
HILTON,EQ,66.42,5.97,146.46,1.5,0.97
DPABHUSHAN,EQ,1491.6,3.06,3380.03,0.07,0.97
BHARATWIRE,EQ,182.27,2.1,1247.62,0.53,0.96
RUSTOMJEE,EQ,537.45,4.35,6773.47,0.18,0.95
RAMCOSYS,EQ,388.6,1.55,1448.79,0.24,0.95
HATSUN,EQ,894.75,-1.12,19930.4,0.11,0.95
GUJALKALI,EQ,641.55,0.83,4711.88,0.15,0.94
BARFLEX,SM,60.55,-4.57,149.86,1.54,0.94
SHANTIGEAR,EQ,501,1.13,3843.46,0.19,0.94
YASHO,EQ,1794.4,-0.99,2163.53,0.05,0.94
PGHL,EQ,5152.5,1.38,8552.83,0.02,0.93
MUKKA,EQ,31.38,0.06,941.4,2.97,0.93
FAZE3Q,EQ,615.5,-1.31,1496.83,0.15,0.93
UNICHEMLAB,EQ,568.95,-0.63,4005.74,0.16,0.92
3IINFOLTD,EQ,24.55,1.24,416.43,3.78,0.92
UNITECH,BZ,6.19,2.15,1619.49,14.75,0.92
OAL,EQ,376.35,-0.78,1266.55,0.24,0.92
AVPINFRA,SM,162,1.09,404.66,0.57,0.92
HLEGLAS,EQ,286.5,0.79,1873.06,0.32,0.91
SURYODAY,EQ,127.6,0.11,1356.19,0.71,0.91
JAGSNPHARM,EQ,220.95,0.8,1467.96,0.41,0.91
NAHARSPING,EQ,264.26,2.24,953.06,0.34,0.9
KDL,ST,299,4.77,359.52,0.3,0.9
BANSWRAS,EQ,149.61,0.21,512.15,0.6,0.9
NELCAST,EQ,103.6,3.31,901.33,0.87,0.9
ESAFSFB,EQ,31,2.58,1597.83,2.89,0.89
SIRCA,EQ,266.85,-0.28,1462.57,0.33,0.89
PREMIERPOL,EQ,61.37,4.96,642.8,1.5,0.89
PONNIERODE,EQ,328.65,2.96,282.59,0.27,0.89
SATINDLTD,EQ,84.19,1.88,952.06,1.05,0.88
ARIHANTCAP,EQ,70.65,0.87,735.56,1.24,0.88
HARSHA,EQ,373.75,0.54,3402.77,0.24,0.88
VIKASLIFE,EQ,2.56,3.64,475.56,34.75,0.88
REMUS,SM,2120,6.58,1249.1,0.04,0.88
KICL,EQ,4657.9,1.69,2033.32,0.02,0.88
DIACABS,EQ,95.11,1.3,5012.02,0.92,0.88
AARTISURF,EQ,564.2,9.99,477.23,0.16,0.87
RICOAUTO,EQ,66.86,0.42,904.52,1.3,0.87
TECHLABS,ST,491.6,-1.99,849.54,0.18,0.87
ANDHRSUGAR,EQ,73.89,2.34,1001.47,1.17,0.87
GEEKAYWIRE,EQ,77.74,4.32,406.27,1.12,0.86
MINDSPACE,RR,388.79,1.21,23684.45,0.22,0.86
KODYTECH,ST,870,-1.13,1109.04,0.1,0.85
SJLOGISTIC,SM,516,-1.16,780.35,0.16,0.85
OSELDEVICE,ST,233.7,3.45,376.94,0.36,0.85
GNA,EQ,333.65,1.63,1432.39,0.25,0.85
TIIL,EQ,2785,-0.01,6314.37,0.03,0.84
ALLETEC,SM,349,-0.54,704.78,0.24,0.84
EFFWA,SM,236.75,4.99,548.01,0.36,0.84
TRANSTEEL,SM,130,0.93,262.32,0.64,0.84
URJA,EQ,15.07,0.94,791.86,5.54,0.84
PRAXIS,EQ,10.01,-0.2,185.1,8.2,0.83
WCIL,EQ,82.39,1.52,840.01,1.01,0.83
UDAICEMENT,EQ,28.82,2.34,1615.47,2.91,0.83
JAYBEE,SM,189.45,0.08,427.54,0.44,0.83
SOTL,EQ,393,1.5,2694.42,0.21,0.83
JITFINFRA,BE,413.4,4.99,1062.59,0.2,0.83
HAPPYFORGE,EQ,833.25,1.39,7852.73,0.1,0.83
ELECTHERM,BE,1098.6,2,1399.93,0.08,0.83
KARNIKA,ST,686,1.19,850.61,0.12,0.82
DEN,EQ,34.15,0.71,1629.72,2.41,0.82
GODAVARIB,BE,189.47,5,969.63,0.44,0.82
STALLION,BE,71.5,1.35,567.18,1.14,0.82
NAHARINDUS,EQ,124.4,6.2,537.48,0.67,0.82
SPENCERS,EQ,65.74,3.71,592.53,1.25,0.82
RAJRATAN,EQ,414.45,-1.05,2104.2,0.2,0.81
VERTOZ,BE,8.97,1.82,764.51,8.92,0.8
TRACXN,EQ,58.25,1.76,622.66,1.38,0.8
MAWANASUG,EQ,94.1,3.51,368.09,0.85,0.79
DONEAR,EQ,114.73,3.81,596.6,0.69,0.79
GICHSGFIN,EQ,185.31,0.83,997.91,0.43,0.79
SILVERETF,EQ,94.21,-0.9,208.7,0.84,0.79
TINNARUBR,EQ,973.35,0.06,1667.3,0.08,0.77
GPTHEALTH,EQ,157.91,0.66,1295.73,0.49,0.77
20MICRONS,EQ,221.2,-0.03,780.54,0.35,0.77
MAHEPC,EQ,148.69,0.75,415.48,0.52,0.76
MONQ50,EQ,72.64,0.75,80.45,1.04,0.76
MUNJALAU,EQ,76.39,1.11,763.9,1,0.76
AIMTRON,SM,558.6,1.55,1140.32,0.14,0.76
ANNAPURNA,SM,274,0.61,597.87,0.27,0.76
OSWALAGRO,EQ,81.7,0.96,1096.7,0.92,0.75
DHARIWAL,SM,145.5,2.68,130.24,0.53,0.75
SAHASRA,ST,353.7,1.99,883.99,0.21,0.75
SUYOG,BE,891,3.01,962.5,0.08,0.75
KCP,EQ,208.21,0.57,2684.27,0.36,0.74
VIKASECO,EQ,2.35,0.43,415.65,31.52,0.74
TATSILV,EQ,9.43,-0.84,182.43,7.81,0.74
ESFL,SM,414.5,1.96,1029.58,0.18,0.73
KCPSUGIND,EQ,37.02,3.58,419.75,1.97,0.72
JAYNECOIND,EQ,42.96,3.72,4171.41,1.68,0.72
MUNJALSHOW,EQ,120.51,2.68,481.98,0.6,0.72
ALPHAETF,EQ,24.14,1.17,412.55,2.97,0.72
HEIDELBERG,EQ,197.52,1.23,4476.06,0.36,0.71
NPST,EQ,2049.9,-1.57,3974.74,0.03,0.71
SARTELE,SM,247.1,-0.44,1164.03,0.28,0.71
BASML,EQ,31.16,1.33,249.04,2.29,0.71
ACCELYA,EQ,1389.1,1.36,2073.41,0.05,0.71
PVSL,EQ,105.38,-0.74,750.29,0.67,0.71
JINDALPHOT,EQ,942.55,2.05,966.9,0.08,0.71
PYRAMID,EQ,160.16,-2.85,589.15,0.44,0.71
SHREDIGCEM,EQ,78.58,0.89,1161.52,0.89,0.7
NIFTY1,EQ,268.96,0.23,3044.01,0.26,0.7
MUFTI,EQ,136.35,2.04,890.51,0.51,0.7
WEALTH,BE,843.35,-5,898.59,0.08,0.7
INDOFARM,BE,159.39,2.82,765.89,0.44,0.7
GANDHAR,EQ,151.37,0.37,1481.6,0.46,0.7
GENSOL,BE,59.47,5,226,1.17,0.7
IGARASHI,EQ,492.85,2.45,1551.25,0.14,0.69
AUTOAXLES,EQ,1722.9,0.87,2603.64,0.04,0.69
GILT5YBEES,EQ,61.88,0.08,221.87,1.11,0.69
TVSSRICHAK,EQ,2992.6,0.68,2291.45,0.02,0.67
ASAL,EQ,501,2.56,794.81,0.13,0.67
ORIENTALTL,EQ,11.7,-0.34,86,5.65,0.66
ELGNZ,SM,141.5,3.17,319.78,0.47,0.66
ESPRIT,SM,117.5,0.21,257.86,0.56,0.66
YUKEN,EQ,881.15,3.35,1145.49,0.08,0.66
HPAL,EQ,52.4,-1.74,481.42,1.26,0.66
INFRABEES,EQ,920.55,0.6,175.34,0.07,0.66
JINDALPOLY,EQ,672,0.97,2942.45,0.1,0.66
GOLDSHARE,EQ,79.5,-0.69,1903.2,0.83,0.66
IGPL,EQ,440.4,1.56,1356.21,0.15,0.65
SURANASOL,EQ,35.75,4.17,175.91,1.84,0.65
AUTOIETF,EQ,23.86,0.76,121.53,2.74,0.65
SBIETFIT,EQ,407.39,0.82,78.38,0.16,0.65
BFSI,EQ,26.83,-0.33,379.08,2.41,0.65
CAPITALSFB,EQ,280.85,1.72,1270.76,0.23,0.65
VMARCIND,ST,321.9,-1.99,786.1,0.2,0.65
ZIMLAB,EQ,90.86,2.77,442.72,0.71,0.64
VLSFINANCE,EQ,254.38,1.97,865.15,0.25,0.64
HDFCMOMENT,EQ,30.49,0.76,119.27,2.08,0.63
HEALTHIETF,EQ,141.98,0.22,151.51,0.44,0.63
SGIL,EQ,515.2,0.17,800.78,0.12,0.63
AFIL,EQ,7.14,-0.7,304.7,8.78,0.63
NDTV,EQ,123.35,1.15,795.25,0.51,0.63
MOS,SM,294,-0.68,733.11,0.21,0.62
SATIA,EQ,74.35,1.96,743.5,0.84,0.62
SMCGLOBAL,EQ,105.62,-0.21,1105.84,0.59,0.62
SARVESHWAR,EQ,6.88,1.93,673.43,9.04,0.62
HLVLTD,EQ,13.14,0.92,866.27,4.68,0.62
UTSSAV,SM,245,2.73,583.54,0.25,0.61
MEDICAMEQ,EQ,443.5,1.16,563.89,0.14,0.61
LIQUIDPLUS,EQ,1032.03,0.02,375.19,0.06,0.61
DHARMAJ,EQ,243.41,1.68,822.66,0.25,0.6
PANAMAPET,EQ,377.45,-1.53,2283.33,0.16,0.6
SWARAJ,SM,209.1,1.04,460.32,0.28,0.6
BFINVEST,EQ,520.35,1.76,1960.04,0.12,0.6
DVL,EQ,372.5,0.04,1304.67,0.16,0.59
ROHLTD,EQ,365.5,0.32,1002.39,0.16,0.59
BHARATRAS,EQ,9511.5,0.75,3952.28,0.01,0.59
BALAJITELE,EQ,75.03,0.75,897.27,0.79,0.59
CEWATER,EQ,521.65,1.12,1079.62,0.11,0.59
VINYAS,SM,882,2.14,1109.97,0.07,0.59
SIMPLEXINF,EQ,284.2,1.55,1910.59,0.21,0.59
ATALREAL,EQ,14.6,-1.22,162.08,4,0.59
SRD,EQ,60.84,0.18,389.17,0.95,0.58
MAANALU,EQ,95.15,5,514.62,0.61,0.58
GOPAL,EQ,289.85,-0.6,3612.18,0.2,0.57
KHAICHEM,EQ,58,3.15,562.54,0.99,0.57
654GS2032,GS,103.4,0.15,161304,0.55,0.57
ADOR,EQ,939.4,1.17,1634.82,0.06,0.57
VISAKAIND,EQ,63.24,1.97,546.42,0.9,0.56
NIFTYETF,EQ,264.05,0.29,4625.38,0.21,0.56
DUCON,EQ,6.29,4.49,204.38,8.84,0.56
SANGAMIND,EQ,423.15,0.11,2126.18,0.13,0.56
LICNETFGSC,EQ,28.23,0.18,2462.15,1.95,0.55
PENINLAND,BE,29.58,4.97,958.4,1.9,0.55
APEX,EQ,217.38,0.46,679.31,0.25,0.55
WENDT,EQ,10447,0.59,2089.4,0.01,0.54
BETA,SM,1851,1.51,1868.5,0.03,0.54
EXPLEOSOL,EQ,895.05,1.13,1389.09,0.06,0.54
EVINDIA,EQ,28.64,0.95,174.41,1.89,0.54
CCCL,EQ,16.15,6.88,721.52,3.42,0.54
NOVAAGRI,EQ,48.05,3.02,444.56,1.12,0.53
KABRAEXTRU,BE,283.9,4.55,992.88,0.19,0.53
MOLDTECH,EQ,144.89,2.18,413.87,0.37,0.53
GOCLCORP,EQ,292,1.41,1447.52,0.18,0.53
NGLFINE,BE,1157.3,5,714.98,0.05,0.52
MONIFTY500,EQ,22.83,0.84,128.53,2.29,0.52
SURAKSHA,EQ,303.3,0.05,1579.61,0.17,0.52
LOWVOLIETF,EQ,21.42,-0.46,3690.08,2.43,0.52
SBISILVER,EQ,95.46,-1.07,776.39,0.55,0.52
MBLINFRA,EQ,43.53,3.15,533.37,1.18,0.52
ANDHRAPAP,EQ,75.31,1.63,1497.54,0.69,0.52
764NABAR31,N2,1130,1.89,0,0.05,0.52
BIGBLOC,EQ,68.46,2.39,969.23,0.76,0.51
FOSECOIND,EQ,4062,1.37,2594.18,0.01,0.51
IRIS,BE,300.7,4.99,617.58,0.17,0.51
RESPONIND,EQ,185.96,0.56,4957.85,0.27,0.51
OSWALGREEN,EQ,40.75,2.39,1046.5,1.26,0.51
ASHIANA,EQ,270,0.54,2714.17,0.19,0.51
JUBLCPL,EQ,1571.3,1.62,2367.49,0.03,0.5
NEXT30ADD,EQ,37.22,0.49,21.37,1.33,0.5
MIDSMALL,EQ,48.12,0.63,338.6,1.03,0.5
LAKSHYA,ST,199.9,3.41,201.58,0.25,0.49
SONAMLTD,EQ,39.76,-1.51,159.17,1.24,0.49
RUBFILA,EQ,75.32,4.65,408.74,0.66,0.49
RPPINFRA,BE,164.2,4.99,814.2,0.3,0.49
NIF100BEES,EQ,264.95,0.25,300.37,0.18,0.49
DURLAX,SM,53.1,-2.75,88.29,0.88,0.49
PFOCUS,EQ,98,-1.89,2939.87,0.5,0.49
SAURASHCEM,EQ,93.85,0.42,1043.96,0.52,0.49
MCL,EQ,57.03,4.99,154.8,0.85,0.49
BANARISUG,EQ,4078,-0.46,5113.69,0.01,0.48
OWAIS,ST,617,2.03,1121.85,0.08,0.48
MIDCAP,EQ,160.7,0.4,65.11,0.3,0.48
SGBDE31III,GB,9367,-0.01,11340.45,0.01,0.48
VIDHIING,EQ,437.75,-2.64,2186.34,0.11,0.48
SSDL,EQ,92.9,3.64,367.88,0.52,0.48
FCSSOFT,EQ,2.67,2.69,456.45,18.05,0.47
AONETOTAL,EQ,11.34,0.71,21.6,4.16,0.47
HESTERBIO,EQ,1798.1,1.67,1529.62,0.03,0.47
SANGHIIND,EQ,60.69,1.22,1567.78,0.78,0.47
AMBIKCO,EQ,1435.7,0.54,821.94,0.03,0.47
WINSOL,SM,199,-1.29,229.55,0.23,0.46
OMAXE,EQ,78.55,3.9,1436.68,0.59,0.46
KANORICHEM,EQ,92,2.32,401.98,0.5,0.46
ASHIMASYN,BE,33,2.64,632.48,1.39,0.46
BANKIETF,EQ,55.64,-0.2,3094.09,0.82,0.46
UNIPARTS,EQ,338.55,1.76,1528,0.14,0.46
PUNJABCHEM,EQ,1115.9,-0.9,1368.34,0.04,0.46
SOMICONVEY,EQ,195.7,2.11,230.53,0.23,0.45
TARMAT,EQ,49.99,-2.99,120.3,0.9,0.45
VAISHALI,EQ,12.35,-0.72,132.38,3.61,0.45
SHALBY,EQ,191.45,0.36,2067.85,0.23,0.45
DAVANGERE,EQ,3.98,0.25,374.46,11.22,0.45
MALLCOM,EQ,1232.4,1.62,769.02,0.04,0.44
NILAINFRA,EQ,10.25,2.71,403.74,4.28,0.44
INDOWIND,EQ,20.5,0.64,264.04,2.14,0.44
GANESHIN,ST,189,0.69,807.43,0.23,0.44
GROWWEV,EQ,28.63,1.35,259.22,1.52,0.43
TECHERA,SM,156,0.68,257.73,0.28,0.43
JTEKTINDIA,EQ,136.64,1.3,3474.49,0.32,0.43
5PAISA,EQ,387.35,1.6,1209.94,0.11,0.43
INFRAIETF,EQ,91.34,0.54,129.3,0.47,0.43
MOVALUE,EQ,99.82,0.94,128.94,0.43,0.43
CUBEXTUB,EQ,84.13,2.77,120.47,0.5,0.43
GANESHBE,EQ,119.28,-0.48,858.69,0.36,0.43
FOODSIN,EQ,95,0.26,697.44,0.44,0.42
CHEMFAB,EQ,813.6,-1.72,1168.63,0.05,0.42
MID150CASE,EQ,10.22,0.79,74.04,4.13,0.42
DRCSYSTEMS,EQ,19.99,-0.5,267.25,2.09,0.42
TARACHAND,BE,66,4.41,520.24,0.65,0.42
TEJASCARGO,SM,168,0,401.4,0.25,0.42
EBBETF0431,EQ,1348.1,0.24,12973.99,0.03,0.42
SHALPAINTS,EQ,103.4,-1.42,865.57,0.4,0.42
AONELIQUID,EQ,1007.93,0.02,104.91,0.04,0.41
SETF10GILT,EQ,256.5,0.3,3235.08,0.16,0.41
ESSENTIA,EQ,2.41,3.43,257.31,17.28,0.41
FLAIR,EQ,280.61,0.15,2957.5,0.14,0.41
ALPL30IETF,EQ,27.15,0.15,1757.94,1.49,0.41
VILAS,SM,358,-0.49,876.38,0.11,0.4
INDOBORAX,EQ,185.61,-0.49,595.62,0.22,0.4
STEELCAS,EQ,917.3,-1.63,1856.62,0.04,0.4
CREATIVE,EQ,746,2.53,1062.43,0.05,0.4
TRF,EQ,389.25,1.68,428.35,0.1,0.4
VIESL,SM,143.7,0.03,354.11,0.28,0.4
MSPL,EQ,27.08,1.27,1522.24,1.48,0.4
SANOFICONR,EQ,4880.2,-0.52,11239.4,0.01,0.4
JAYSREETEA,EQ,97.86,1.6,282.6,0.41,0.4
AARTECH,EQ,60.79,4.96,160.94,0.66,0.4
DPWIRES,EQ,210.99,0.35,327.17,0.19,0.39
PRIZOR,SM,163.5,-0.7,174.8,0.24,0.39
SENSEXIETF,EQ,917.39,0.07,20280.81,0.04,0.39
PSUBNKIETF,EQ,66.33,0.27,71.02,0.59,0.39
RANASUG,EQ,14.47,3.06,222.21,2.73,0.39
KOKUYOCMLN,EQ,115.59,2.61,1159.41,0.34,0.39
ASMS,EQ,17.1,5.49,520.83,2.31,0.39
LANDMARK,EQ,438,0.69,1812.22,0.09,0.39
APCOTEXIND,EQ,338.8,2.4,1756.51,0.12,0.39
CONTROLPR,EQ,633.3,0.66,1012.91,0.06,0.39
BPL,EQ,75.15,1.75,368.05,0.52,0.39
RHFL,EQ,3.31,0.61,160.55,11.75,0.39
732GS2030,GS,106,0.96,74200,0.36,0.38
DIVOPPBEES,EQ,77.44,0.52,69.02,0.49,0.38
MIDSELIETF,EQ,16.95,0.36,86.18,2.25,0.38
AVTNPL,EQ,64.22,-1.11,977.97,0.59,0.38
HCL-INSYS,EQ,13.63,2.71,448.71,2.76,0.38
FINIETF,EQ,28.58,0.6,134.8,1.32,0.38
BALAXI,EQ,55.7,-0.5,307.51,0.67,0.38
PAVNAIND,EQ,408.55,-1.09,570.05,0.09,0.38
DISHTV,BE,5.03,1.21,926.15,7.47,0.38
KOTHARIPET,EQ,163.44,2.36,961.79,0.23,0.38
GEECEE,EQ,393,4,821.83,0.1,0.38
MAKEINDIA,EQ,140.98,1.75,217.75,0.27,0.37
SURAJLTD,EQ,399.8,1.45,734.2,0.09,0.37
PILITA,EQ,15.84,0.19,372.24,2.35,0.37
TIRUPATIFL,BE,34.31,4.99,405.82,1.09,0.37
RBMINFRA,ST,369.3,4.99,373.1,0.1,0.37
DIFFNKG,BE,266.95,2.88,999.09,0.14,0.37
MOMOMENTUM,EQ,61.29,0.62,126.2,0.59,0.36
NEXT50,EQ,667.21,0.29,650.29,0.05,0.36
GROWWLIQID,EQ,104,0.03,62.6,0.34,0.36
VENUSREM,EQ,315.55,0.11,421.8,0.11,0.36
AGARIND,EQ,1000.95,-0.46,1497.2,0.04,0.36
THEMISMED,EQ,135.36,2.58,1245.86,0.27,0.36
SESHAPAPER,EQ,273,0.09,1721.76,0.13,0.36
NIFTY50ADD,EQ,255.01,-0.01,357.32,0.14,0.35
ENVIRO,SM,106.2,-0.84,199.55,0.33,0.35
UFO,EQ,68.83,0.78,267.16,0.51,0.35
INTLCONV,EQ,76.06,1.97,482.06,0.46,0.35
VOLERCAR,SM,99,3.83,110.32,0.35,0.35
ITETF,EQ,38.91,0.78,132.55,0.89,0.35
GRPLTD,EQ,2799.9,1.89,1493.28,0.01,0.35
NAVKARURB,EQ,3.3,-0.9,370.29,10.76,0.35
CHEMBOND,BE,308,-0.18,414.21,0.12,0.34
PTL,EQ,42.51,3.05,562.73,0.81,0.34
SIGMA,EQ,308.75,0.28,317.32,0.11,0.34
AMEYA,SM,121.65,4.96,91.24,0.28,0.34
GFLLIMITED,EQ,54,0.09,593.19,0.63,0.34
DBEIL,EQ,141.57,1.55,659.45,0.24,0.34
TPHQ,BE,0.74,4.23,81.12,45.74,0.33
TTKHLTCARE,EQ,1207.3,2.78,1705.96,0.03,0.33
MONEXT50,EQ,64.8,4.8,5.44,0.51,0.33
876HUDCO28,ND,1150,1.05,0,0.03,0.33
UNIHEALTH,SM,155,0,238.7,0.21,0.33
NV20IETF,EQ,14.5,0.42,188.47,2.25,0.33
EBBETF0433,EQ,1235.5,0.36,6294.17,0.03,0.32
SPECIALITY,EQ,135.43,1.58,653.26,0.24,0.32
SUNDRMBRAK,EQ,717.3,-0.86,282.23,0.04,0.32
VRAJ,EQ,158.8,2.31,523.76,0.2,0.32
SPECTSTM,SM,117,4.89,270.19,0.28,0.32
TIL,EQ,238.07,5,1585.6,0.14,0.32
SPCL,ST,127.4,0.63,307.23,0.26,0.32
FOCUS,EQ,101.37,4.99,681.74,0.31,0.32
GSLSU,EQ,112.45,1.32,476.58,0.28,0.32
ZEELEARN,EQ,6.65,4.4,217.5,4.87,0.32
GTL,EQ,8.4,1.57,132.13,3.77,0.32
BSLNIFTY,EQ,28.42,0.32,3191.16,1.1,0.31
VARDMNPOLY,EQ,11.85,4.96,543.79,2.64,0.31
NAHARCAP,EQ,270.4,4.75,452.82,0.12,0.31
DIVGIITTS,EQ,520.35,3.3,1591.38,0.06,0.31
KRITIKA,EQ,10.27,4.9,273.47,3.08,0.31
KAKATCEM,EQ,159,7.57,123.6,0.2,0.31
ATCENERGY,SM,103,0.44,210,0.3,0.31
BRNL,BE,24.51,4.97,205.76,1.27,0.31
SGBMAY29I,GB,9233,0.18,4911.01,0,0.31
POSITRON,ST,357,-3.8,271.33,0.08,0.31
HDFCNEXT50,EQ,66.19,0.41,133.37,0.46,0.3
JAYBARMARU,EQ,68.13,2.56,737.51,0.45,0.3
KHAITANLTD,EQ,102.51,19.99,48.69,0.3,0.3
MANBA,EQ,132.95,1.33,667.93,0.23,0.3
ORIENTBELL,EQ,265.25,1.09,388.78,0.11,0.3
HDFCSENSEX,EQ,90.51,-0.23,1016.64,0.33,0.3
CHAVDA,SM,143,1.1,352.58,0.21,0.3
TRIGYN,EQ,79.4,2.32,244.44,0.38,0.3
MOCAPITAL,EQ,39.37,1.03,7.68,0.76,0.3
PRAENG,EQ,19.8,4.6,138.47,1.55,0.3
THOMASCOTT,BE,349,2.81,424.48,0.08,0.3
VIVIANA,ST,845.3,-2,530.55,0.04,0.3
EFACTOR,SM,184.85,0.46,241.93,0.16,0.3
LOKESHMACH,BE,179.31,4.99,343.8,0.17,0.29
FILATFASH,BE,0.48,4.35,400.04,64.02,0.29
GCHOTELS,ST,144,-0.62,358.84,0.2,0.29
PRIMESECU,EQ,243.21,0.39,817.74,0.12,0.29
SHREEKARNI,SM,580,4.5,410.18,0.05,0.29
MMP,EQ,246,0.45,624.9,0.12,0.29
NRAIL,EQ,245.95,1.74,418.58,0.12,0.29
FIBERWEB,EQ,40.59,3.6,116.87,0.71,0.29
MUTHOOTCAP,EQ,291.4,0.14,479.28,0.1,0.29
CSLFINANCE,EQ,313.15,3.93,713.44,0.09,0.29
TOP10ADD,EQ,97.6,0.33,744.28,0.29,0.29
HTMEDIA,EQ,16.5,4.3,384.03,1.75,0.29
ONWARDTEC,EQ,253.4,-0.12,574.85,0.11,0.29
OLIL,ST,167.9,-0.06,60.51,0.17,0.28
NDGL,EQ,4231.9,-1.29,423.19,0.01,0.28
HDFCMID150,EQ,20.73,0.88,123.96,1.36,0.28
SAKAR,EQ,310.35,0.47,681.22,0.09,0.28
VISHWARAJ,EQ,9.85,3.47,214.56,2.91,0.28
SUNDROP,EQ,812.35,-0.55,3062.3,0.03,0.28
BIRLAMONEY,BE,152,-0.01,858.94,0.18,0.28
RKEC,EQ,74.17,5,177.94,0.38,0.28
VIRINCHI,EQ,22.19,0.86,227.77,1.25,0.28
INNOVANA,EQ,350.05,2.64,717.6,0.08,0.28
AARVEEDEN,BE,142.94,2.09,335.33,0.2,0.28
TTL,EQ,13.9,2.36,312.72,2.01,0.28
KMSUGAR,EQ,28.26,3.44,259.99,0.99,0.28
GENUSPAPER,EQ,18.71,2.58,481.08,1.49,0.28
NATHBIOGEN,EQ,172.7,2.17,328.2,0.16,0.27
RAJSREESUG,EQ,47.6,4.29,157.73,0.58,0.27
RCOM,BE,1.55,4.73,428.66,17.74,0.27
GULFPETRO,EQ,41.48,3.18,211.48,0.66,0.27
DENORA,EQ,790.25,2.5,419.51,0.03,0.27
KUANTUM,EQ,107.46,2.76,937.73,0.25,0.27
KOTARISUG,EQ,37.47,1.74,310.58,0.72,0.27
ANUHPHR,EQ,177.73,2.33,890.64,0.15,0.27
LYKALABS,EQ,111.44,0.75,397.73,0.24,0.27
COMSYN,EQ,105.9,2.78,423.09,0.26,0.27
IZMO,BE,318.95,4.99,474.35,0.08,0.26
CGRAPHICS,SM,157.7,3.78,382.99,0.17,0.26
DEVIT,EQ,107.94,1.69,243.23,0.24,0.26
KRITINUT,EQ,108.04,0.16,541.32,0.24,0.26
SILVRETF,EQ,94.84,-0.95,87.38,0.27,0.26
BBETF0432,EQ,1269.03,0.27,10816.85,0.02,0.26
FROG,ST,272.95,3,423.86,0.1,0.26
TREL,EQ,33.82,1.35,830.94,0.75,0.25
ATMASTCO,SM,179.5,0.84,443.99,0.14,0.25
HERCULES,EQ,163.74,2.43,523.97,0.16,0.25
VHL,EQ,3700.3,2.13,1178.1,0.01,0.25
RMDRIP,SM,529.75,2.69,1323.32,0.05,0.25
AUTOIND,EQ,83.03,0.79,358.49,0.3,0.25
DYNPRO,EQ,284.7,1.28,342.45,0.09,0.25
SRGHFL,EQ,310.85,-0.06,444.76,0.08,0.25
